f1;f2;f3;f4;f5;f6;f7;f8;f9;f10;f11;f12;f13;f14;f15;f16;f17;f18;f19;f20;f21;f22;f23;f24;f25;f26;f27;f28;f29;f30;f31;f32;f33;f34;f35;f36;f37;f38;f39;f40;f41;f42;f43;f44;f45;f46;f47;f48;f49;f50;f51;f52;f53;f54;f55;f56;f57;label
33.39;29.66;29.9;34.87;22.26;24.91;33.01;27.13;35.2;23.37;25.14;41.13;26.41;23.9;8.55;20.73;25.82;30.94;32.49;35.59;34.75;19.74;17.23;20.5;19.71;22.16;23.87;26.58;20.77;28.61;50.11;48.15;42.07;26.7;40.5;42.48;20.04;20.99;33.0;29.77;60.56;39.96;14.15;38.76;35.82;45.25;25.37;26.85;43.83;55.02;35.06;39.63;33.31;23.8;33.62;27.27;70.07;0
61.9;62.64;46.67;60.03;44.02;60.23;55.63;40.49;50.74;66.24;50.57;53.71;73.41;44.85;46.13;60.84;45.43;48.09;52.39;45.74;65.54;47.74;32.03;48.29;25.52;66.13;69.98;88.98;49.81;34.27;36.95;25.85;21.23;62.43;24.71;19.72;39.5;47.55;52.09;31.17;62.27;31.17;22.53;25.13;19.7;25.86;41.24;32.99;31.09;55.9;39.2;41.33;37.07;47.19;25.06;30.01;19.06;1
83.94;20.02;47.97;48.65;51.27;58.79;51.48;39.07;53.14;71.03;48.13;24.41;64.42;40.65;56.98;48.84;50.65;36.07;61.29;48.26;54.53;38.75;25.48;28.12;36.03;88.64;42.14;56.32;44.16;48.73;47.3;5.1;38.96;27.42;51.46;37.41;33.6;27.49;19.21;20.92;32.74;28.16;36.98;43.75;49.99;14.13;34.05;19.07;49.65;42.53;35.12;38.77;27.62;11.41;44.29;30.15;58.36;1
79.95;45.07;43.4;49.98;48.29;59.74;77.11;49.97;56.91;23.46;18.99;49.26;80.24;38.61;67.93;39.78;69.49;37.79;64.17;51.22;60.34;28.54;28.22;52.21;46.87;71.47;41.74;59.82;54.3;40.06;58.8;30.16;42.38;57.26;63.01;29.82;32.09;21.09;21.61;34.26;56.37;21.59;44.48;46.89;27.72;24.35;12.67;26.86;40.76;16.23;37.35;65.88;26.75;23.97;33.0;24.2;77.69;1
72.29;57.98;44.8;44.8;41.87;67.65;43.7;44.72;45.88;54.09;59.65;55.97;73.29;50.03;38.27;41.83;48.69;54.3;59.69;30.91;61.75;53.71;44.54;32.01;42.13;57.07;48.58;51.99;71.62;30.14;29.98;34.21;25.78;14.94;29.93;59.3;37.95;32.54;48.49;20.53;32.7;41.46;45.54;29.93;60.64;32.2;40.02;30.68;53.58;18.77;28.42;22.64;38.65;35.41;30.36;31.73;43.48;1
37.58;23.84;39.22;30.14;11.73;17.5;39.09;18.29;33.21;28.38;38.98;31.68;34.75;23.97;17.13;17.28;29.02;24.07;25.97;26.0;37.13;19.12;9.42;39.64;27.13;24.25;18.86;30.22;21.55;12.16;63.25;28.92;36.81;59.79;23.4;43.72;35.57;20.64;44.78;40.47;22.35;24.0;41.28;44.34;32.81;31.87;38.34;25.76;55.59;11.94;32.26;63.59;47.05;19.13;48.27;36.72;55.1;0
37.56;44.7;28.01;19.58;18.07;4.28;42.88;11.54;22.9;9.36;30.01;49.02;20.92;38.42;19.57;12.9;23.33;30.99;46.99;36.87;19.11;31.69;41.83;33.07;13.29;27.3;25.67;30.83;33.53;11.19;48.17;15.69;27.22;34.28;42.86;57.04;40.03;31.21;27.12;39.11;34.95;36.27;42.36;30.28;43.04;18.8;30.66;26.33;22.31;34.63;33.76;44.5;34.85;23.57;37.63;32.18;19.17;0
67.24;38.7;57.97;46.76;43.12;42.89;59.95;41.13;61.15;32.69;50.13;47.87;74.38;42.64;62.08;37.83;51.42;49.13;55.87;51.26;61.63;26.7;28.71;56.08;44.87;71.64;48.32;71.47;61.23;53.59;34.25;28.4;17.97;40.7;57.24;32.03;37.5;33.03;28.66;42.84;31.27;33.04;41.81;43.51;50.8;36.53;23.91;25.39;31.22;6.85;33.59;42.02;36.42;18.02;39.95;23.93;82.2;1
42.12;24.21;33.11;40.61;16.44;16.5;14.42;13.0;29.67;21.73;17.07;28.71;32.23;29.07;38.27;22.62;21.55;24.53;41.53;29.99;44.69;32.67;40.5;26.84;26.23;21.2;6.62;32.02;29.87;35.99;35.51;17.65;2.12;50.87;40.37;38.65;34.47;24.93;32.42;27.42;35.46;33.15;47.03;32.03;69.51;24.75;15.83;53.33;39.25;38.35;26.65;46.07;22.42;52.59;30.37;21.11;39.43;0
28.93;31.22;37.81;22.89;7.11;17.02;32.51;15.97;33.35;21.56;27.13;14.49;35.72;16.45;34.4;18.77;41.13;29.92;34.65;8.72;10.83;18.99;28.93;24.87;33.98;30.61;26.89;34.83;36.9;12.38;49.51;26.49;5.11;30.25;45.03;41.52;35.42;27.42;24.87;17.12;45.55;39.78;32.15;37.86;35.96;36.67;36.1;25.41;44.78;44.79;24.84;65.36;28.2;29.13;43.29;29.7;44.71;0
24.97;11.53;24.24;20.62;31.16;30.2;11.89;22.59;39.28;54.28;7.4;13.88;38.6;19.97;28.75;18.93;41.8;27.88;27.46;19.12;15.54;20.14;0.08;14.82;17.84;25.35;15.71;32.55;28.26;36.52;36.3;28.41;12.11;52.76;13.36;31.13;52.46;35.81;43.74;31.35;36.1;31.77;26.26;37.79;17.77;31.52;18.72;51.16;52.92;17.91;25.57;40.17;17.44;31.58;38.72;32.15;29.62;0
55.13;41.16;79.6;45.1;59.14;48.67;60.52;25.75;64.72;51.76;13.91;30.39;72.43;47.63;62.47;35.21;72.57;52.27;67.97;43.46;35.99;41.67;17.97;39.9;53.12;45.7;43.62;75.32;69.68;47.68;54.29;16.47;49.89;31.98;28.56;52.9;54.67;24.47;23.82;36.11;41.19;31.54;40.8;35.58;30.37;38.53;27.44;38.15;52.15;19.74;36.39;59.4;19.63;33.49;36.92;18.38;53.99;1
77.23;44.28;48.69;52.76;56.73;40.27;60.24;34.56;42.52;47.98;55.79;58.16;70.23;41.12;54.79;43.43;44.6;42.18;52.04;38.71;44.4;67.42;39.4;42.72;41.24;59.6;70.2;55.73;47.5;22.96;46.14;36.97;29.84;38.79;46.99;29.7;40.67;24.72;36.57;15.69;48.72;35.02;56.21;32.92;46.47;32.26;9.2;33.81;38.08;0.0;34.57;45.96;25.54;13.66;39.5;31.75;52.13;1
80.27;42.1;78.62;55.46;58.72;52.01;56.43;41.44;37.97;54.41;49.59;37.8;58.64;30.6;37.0;42.06;77.98;37.2;53.36;65.61;57.77;66.11;65.73;47.69;53.07;67.64;32.98;55.75;59.69;48.54;62.15;25.51;28.84;66.22;23.17;32.49;38.85;37.82;28.68;19.44;46.43;30.91;30.53;41.09;38.39;29.76;22.05;25.3;38.63;29.93;35.53;35.19;13.43;28.05;40.9;29.42;60.98;1
73.22;31.43;62.97;66.76;46.24;43.79;57.09;42.69;58.33;30.76;42.52;20.61;80.71;38.92;64.23;51.46;46.3;45.45;63.07;49.7;66.48;61.05;27.64;45.33;26.46;58.52;32.01;63.88;55.03;26.65;49.27;18.44;25.94;42.63;34.88;35.49;35.9;25.19;26.77;42.24;35.47;35.41;35.9;45.82;51.77;29.72;42.5;34.2;37.3;40.44;26.82;29.66;62.5;22.96;36.65;29.98;44.89;1
47.01;52.25;60.72;55.01;36.2;50.13;55.77;27.04;48.9;44.78;52.47;40.29;54.62;23.74;35.08;39.52;89.38;50.9;73.96;43.95;60.46;55.28;51.84;44.91;45.52;72.23;49.66;57.76;73.05;31.66;55.85;32.59;13.76;34.69;35.11;30.51;38.35;24.19;44.52;44.55;53.88;29.39;45.6;50.14;38.46;17.54;34.42;14.71;33.78;39.36;34.89;48.07;23.38;16.73;48.34;27.27;35.15;1
40.33;44.92;38.06;17.29;17.58;16.82;22.98;12.08;40.97;26.47;18.19;23.96;39.9;22.33;43.47;21.91;34.62;30.52;24.14;21.22;8.39;22.21;9.19;17.7;24.41;40.87;29.91;38.73;31.72;31.6;44.98;18.3;26.35;30.25;25.07;31.79;44.57;36.3;39.91;35.24;39.51;32.0;47.98;41.4;41.77;53.26;40.21;22.22;28.51;10.18;35.6;49.34;28.6;44.43;44.13;29.4;71.75;0
75.53;30.95;65.92;35.97;50.04;57.6;46.58;31.41;47.44;48.36;39.4;47.3;61.68;33.72;20.56;46.74;52.27;47.81;57.94;50.5;52.52;39.8;22.26;65.35;40.26;59.39;36.63;58.58;73.74;51.1;26.1;40.34;11.85;33.73;44.35;59.79;44.68;30.64;41.63;30.08;46.07;35.38;49.78;39.78;49.5;31.57;24.4;17.66;37.85;33.31;24.14;54.59;29.2;3.52;30.01;23.86;71.89;1
69.29;28.01;79.6;56.04;46.6;56.66;46.87;53.23;31.69;39.59;70.61;37.04;69.45;43.84;52.34;49.33;64.13;49.83;55.88;39.76;56.95;44.88;11.71;67.44;50.73;66.03;43.45;63.71;45.95;52.0;41.9;13.79;33.28;18.94;47.06;41.22;47.34;34.93;3.58;18.65;32.85;35.17;32.39;29.63;43.08;36.42;35.23;41.12;43.82;27.83;29.82;45.29;21.75;33.03;40.64;30.79;47.21;1
33.22;22.23;50.22;45.77;21.3;4.13;9.34;24.72;28.25;26.01;20.91;22.6;33.21;20.64;13.87;27.42;39.14;23.42;25.26;31.96;43.1;30.22;12.71;24.12;30.79;31.56;23.06;38.53;29.79;17.76;24.58;39.53;6.49;5.37;55.31;50.58;32.8;32.46;48.06;35.72;32.21;36.69;49.81;38.27;26.43;32.27;32.49;40.02;51.55;17.55;31.97;33.19;41.41;21.51;35.74;28.24;41.56;0
47.6;22.75;33.64;16.87;32.43;24.68;20.14;17.26;40.06;20.49;10.44;15.11;34.92;33.25;23.83;15.62;31.49;27.72;24.88;16.96;11.33;46.95;23.67;37.74;40.24;29.87;29.15;34.04;40.24;32.63;43.03;17.81;22.78;50.45;48.16;41.09;37.59;33.05;43.5;20.79;40.15;31.29;50.42;31.02;38.05;37.33;4.2;30.69;37.72;17.69;39.6;50.87;39.57;21.41;35.77;28.58;34.42;0
22.34;17.74;33.41;12.28;21.33;0.0;48.76;17.02;25.74;24.39;34.21;31.72;37.52;14.13;27.99;13.71;30.03;25.94;26.36;21.15;35.1;38.28;32.59;21.42;24.82;27.9;15.53;30.8;31.52;22.52;48.33;8.29;36.68;16.83;27.4;24.35;36.97;28.12;52.16;51.19;22.31;35.77;27.45;37.7;42.95;38.18;15.81;22.21;39.88;40.43;37.56;39.06;24.11;37.85;36.51;16.61;52.14;0
57.81;53.14;69.62;58.4;42.29;49.32;50.2;33.84;48.55;55.93;78.24;19.64;74.24;22.63;30.57;43.92;60.67;34.05;51.98;52.05;50.83;64.43;34.56;36.64;54.11;56.17;60.37;56.37;60.77;63.36;34.47;15.78;34.8;50.24;44.26;26.37;46.57;31.08;33.12;42.99;31.68;26.62;28.09;23.32;27.12;49.84;19.71;16.55;50.88;18.99;45.53;48.02;34.83;26.76;22.54;14.42;31.49;1
26.04;37.6;31.85;30.79;30.51;27.31;27.98;30.09;36.75;28.58;20.2;30.24;32.97;34.82;17.4;14.75;22.29;27.34;47.24;21.55;36.61;32.95;0.91;19.18;31.74;24.45;18.4;32.25;31.54;35.61;32.78;28.97;28.2;22.95;38.69;22.62;32.73;39.18;13.45;22.27;34.19;48.66;60.25;33.28;19.92;27.78;23.5;37.5;45.36;34.3;32.05;43.29;44.49;27.31;36.0;35.87;19.7;0
59.41;33.93;62.95;48.21;51.22;35.49;52.88;45.74;43.84;54.29;52.64;49.34;47.79;35.57;60.75;39.52;49.5;34.35;56.09;54.51;43.44;69.06;62.6;53.66;44.82;60.49;79.55;62.93;58.24;57.07;58.48;9.54;26.88;23.39;49.75;35.43;44.7;30.43;64.08;33.43;25.04;39.8;51.27;35.7;19.75;43.04;31.28;26.32;41.71;35.41;19.59;53.02;33.27;24.49;24.3;28.44;61.96;1
32.3;16.1;31.14;35.54;22.49;40.78;22.81;8.32;37.91;27.66;12.26;3.29;22.22;16.79;41.71;23.75;42.37;26.12;45.69;36.48;28.72;18.71;12.63;26.47;26.89;22.63;15.75;35.87;43.9;29.83;22.03;26.59;44.71;31.92;57.19;34.34;31.41;23.39;25.84;22.28;39.32;19.46;27.06;45.4;27.62;35.68;25.24;32.6;32.8;14.68;36.93;28.99;30.46;20.36;44.89;16.4;39.67;0
73.35;36.63;30.98;41.4;60.33;52.35;38.01;45.47;36.05;32.91;58.66;45.85;68.48;39.04;35.66;46.83;59.53;34.85;47.17;48.29;57.62;41.83;33.41;28.65;32.23;60.65;36.56;78.16;55.88;53.82;61.08;26.36;28.46;45.7;20.36;16.43;28.48;22.68;9.98;31.98;29.9;29.61;31.31;37.54;51.94;14.5;25.88;29.6;45.0;59.58;23.28;25.24;53.84;21.27;39.03;26.12;67.44;1
90.29;44.84;61.36;60.57;55.25;44.11;49.95;41.3;60.93;37.69;61.5;32.02;74.12;56.09;20.01;43.32;36.42;53.15;53.78;52.95;39.94;52.53;33.24;63.63;42.18;47.88;41.65;63.72;53.86;44.93;51.34;15.19;17.21;71.65;37.79;29.46;32.33;28.4;23.99;39.07;51.57;33.52;23.08;36.44;27.82;36.44;23.92;21.14;44.53;21.66;35.9;48.06;4.6;26.39;46.21;28.56;33.19;1
32.97;14.1;32.12;13.24;36.29;40.69;6.62;27.38;31.62;16.17;2.1;42.1;43.95;37.61;14.46;24.9;29.68;21.27;38.51;24.16;49.84;22.32;20.89;22.48;15.49;38.19;20.49;47.49;24.98;21.19;22.68;29.13;31.84;42.49;47.98;32.67;34.86;47.35;37.71;30.94;42.33;28.78;15.23;41.65;25.87;43.7;4.58;24.17;40.67;19.14;31.28;45.78;52.89;26.32;38.82;30.08;37.72;0
24.57;32.01;33.13;11.89;27.33;9.05;34.28;23.22;48.08;43.87;35.86;46.59;33.56;22.63;18.01;16.14;29.53;26.68;29.3;29.8;43.86;15.34;14.01;23.02;21.22;38.75;22.9;27.06;13.07;16.86;11.16;30.29;25.17;46.68;36.6;28.56;40.31;33.98;30.7;28.35;23.02;38.6;26.18;35.59;37.76;36.72;35.56;42.23;41.59;15.61;30.98;30.83;25.42;26.01;45.6;21.82;18.22;0
74.51;54.05;57.4;65.02;58.11;53.75;55.4;35.3;30.35;45.79;64.05;42.9;81.29;51.88;56.83;43.0;59.38;52.45;52.69;53.33;42.54;42.49;26.58;48.27;41.23;66.01;59.26;48.87;70.21;28.51;29.7;32.64;23.78;46.87;49.99;36.62;31.61;23.84;18.58;35.95;52.16;21.83;38.7;43.11;31.06;21.16;18.84;15.14;29.59;31.32;31.84;62.55;17.74;19.25;33.77;31.48;62.93;1
41.94;16.72;40.39;18.39;27.5;36.2;16.71;29.43;32.31;50.61;6.74;39.01;34.77;23.98;26.43;19.61;35.07;30.89;50.46;31.27;6.51;17.87;41.22;14.79;40.54;26.35;30.88;42.47;16.26;35.3;34.0;17.74;30.59;57.98;10.62;28.68;36.05;29.86;40.69;36.76;45.54;30.17;51.48;33.88;32.46;43.94;22.51;13.05;35.97;21.39;30.01;51.93;35.14;10.23;35.73;38.18;19.38;0
53.35;51.04;55.36;49.93;51.57;50.0;46.96;47.92;45.4;36.24;34.53;30.34;76.3;41.5;42.9;45.88;57.49;56.87;70.81;44.0;45.01;38.05;28.83;54.95;42.2;67.39;59.42;58.33;52.78;48.01;41.61;52.32;14.35;47.33;29.23;24.14;40.36;22.09;48.74;18.39;27.44;31.59;3.62;33.86;60.18;39.0;46.87;23.57;60.81;37.29;21.74;48.36;48.93;11.32;41.59;32.29;8.45;1
36.79;5.07;28.75;10.14;20.84;3.88;40.01;28.55;24.61;19.33;25.62;24.29;31.19;28.01;39.14;25.28;27.94;21.38;36.83;17.72;48.31;30.37;23.88;30.36;17.47;42.64;23.74;30.76;26.16;38.99;38.19;25.41;10.23;38.35;51.07;33.47;49.81;27.69;26.21;25.95;49.52;51.44;31.61;42.76;51.3;23.45;29.24;35.5;45.74;41.26;40.17;61.55;17.21;11.06;41.5;38.99;25.12;0
33.06;9.82;42.81;23.58;26.7;5.07;19.35;26.7;11.25;27.95;11.11;13.51;34.52;20.6;39.48;11.5;24.34;22.38;50.14;44.22;28.4;18.0;10.23;18.9;30.72;16.84;26.47;40.08;37.36;27.54;51.05;8.65;18.06;26.73;22.98;39.14;50.34;25.85;43.76;29.18;42.48;24.93;37.81;38.82;30.59;12.35;31.68;26.25;44.57;37.23;35.98;52.91;27.01;20.21;38.24;19.71;39.49;0
73.57;38.82;82.13;18.97;63.83;57.89;45.82;13.26;55.26;67.72;56.45;52.23;46.79;39.84;56.87;46.1;59.03;44.96;63.17;40.77;64.44;36.8;33.6;48.72;44.61;68.62;57.19;56.71;61.98;42.06;32.24;40.02;0.0;32.36;38.84;34.44;26.26;27.67;46.5;30.21;54.42;20.31;38.35;44.97;72.17;34.99;12.69;34.74;49.81;26.1;30.78;26.84;20.49;31.96;33.3;21.89;31.75;1
43.25;21.14;37.73;27.1;22.99;11.66;67.06;9.49;33.81;33.23;20.27;6.47;39.63;8.81;22.69;32.06;44.44;29.48;34.0;22.45;31.94;24.79;39.27;35.86;14.59;40.55;30.84;34.32;31.3;20.72;42.22;33.53;47.21;24.18;21.03;52.56;39.08;32.93;18.97;46.34;23.61;23.84;45.47;44.62;33.82;39.94;22.18;33.61;40.59;5.27;37.95;35.69;31.42;30.36;27.03;22.83;53.14;0
76.78;30.31;65.11;67.75;51.63;52.86;53.09;41.75;54.6;39.61;41.92;29.54;82.47;59.14;56.09;33.94;66.84;42.0;50.36;44.39;67.57;50.67;30.83;72.86;50.03;64.05;58.84;40.57;71.35;36.49;38.73;17.54;50.16;71.56;58.5;30.6;32.53;35.81;52.48;26.0;53.18;46.22;45.51;42.22;63.92;16.78;11.18;21.53;46.7;2.0;33.01;30.43;3.58;49.26;33.19;25.26;11.72;1
71.25;49.12;53.48;60.31;47.81;61.11;58.97;27.71;54.74;45.6;52.03;47.33;74.83;34.59;26.0;46.94;62.25;52.35;52.72;40.44;66.13;33.56;36.17;44.55;48.78;75.68;29.47;72.69;55.04;35.63;42.61;21.73;28.71;50.58;19.19;36.42;27.94;43.75;37.92;26.12;24.51;38.44;21.24;38.96;3.98;46.07;33.17;18.09;48.04;58.94;41.48;47.36;47.21;15.43;36.56;34.24;21.43;1
32.52;53.82;68.43;23.51;46.12;57.3;65.93;27.28;42.22;54.14;41.84;28.78;81.16;38.1;36.31;52.58;51.21;57.64;54.35;66.76;50.33;40.8;21.21;53.88;53.2;60.52;49.64;55.05;88.23;27.17;48.83;25.77;14.05;39.98;34.81;36.45;42.21;33.42;31.69;22.51;32.17;35.76;53.66;42.88;40.12;22.0;37.74;22.44;57.8;44.98;43.41;55.35;0.0;37.04;32.59;31.7;23.14;1
70.07;35.23;67.97;75.86;51.54;49.73;66.42;34.48;30.75;41.05;59.11;47.32;73.42;25.88;37.96;53.14;78.61;51.45;58.1;55.32;54.83;50.31;14.81;55.92;42.96;76.06;37.68;63.67;60.24;33.24;44.06;15.09;36.24;30.64;37.53;44.46;28.82;28.71;23.82;32.5;29.15;26.7;52.36;40.26;40.13;32.67;31.05;49.98;39.23;9.28;30.74;31.86;16.63;30.49;32.59;24.51;65.55;1
76.56;38.72;64.31;34.32;41.1;50.79;82.05;43.19;55.21;66.11;57.64;40.65;70.12;45.44;46.45;39.07;52.83;39.68;58.31;38.26;57.6;63.31;14.5;59.37;35.86;69.47;71.45;59.87;45.94;37.78;52.32;32.0;32.51;39.85;35.9;27.47;48.17;17.88;32.79;13.11;39.27;29.44;37.85;37.34;38.26;29.13;30.62;38.42;49.39;27.51;35.72;47.65;33.48;13.47;25.61;41.18;50.49;1
35.89;7.37;31.93;44.21;16.2;30.5;11.0;28.0;45.82;17.7;0.0;21.75;20.52;20.88;35.37;20.23;41.19;29.53;16.82;38.41;17.51;14.77;19.05;23.29;21.21;29.91;16.09;28.96;16.52;49.56;51.41;33.71;49.14;53.53;31.56;39.38;40.64;25.03;41.48;27.29;35.87;28.6;26.97;30.92;0.0;38.8;44.28;19.9;40.38;29.91;38.39;55.41;24.97;33.07;33.03;19.68;32.79;0
46.06;0.0;33.05;26.28;15.65;16.39;33.63;17.49;21.29;6.91;8.94;49.18;36.14;34.68;10.17;28.07;25.55;31.38;38.95;28.35;23.81;34.2;12.13;24.55;24.83;23.01;23.87;29.6;28.05;19.82;25.56;39.35;9.69;56.83;42.19;40.16;46.17;35.59;30.31;34.07;42.48;25.46;9.69;41.17;34.27;40.19;19.71;32.08;34.54;57.25;43.27;49.18;27.63;28.24;37.77;22.53;53.18;0
39.79;26.09;31.26;27.06;14.69;0.93;34.69;17.8;34.75;31.91;22.72;13.41;27.9;35.04;28.62;18.68;38.76;22.41;25.11;29.32;23.62;24.78;29.49;27.5;35.69;29.57;13.89;37.41;36.53;11.13;48.91;7.22;10.93;43.97;40.33;16.83;37.07;30.01;34.49;35.75;47.16;35.34;38.56;39.62;14.97;27.06;34.26;38.63;45.19;30.48;23.27;58.88;29.69;29.59;33.29;36.03;28.54;0
74.71;57.74;49.97;50.09;38.99;44.76;75.83;31.93;36.76;12.84;56.76;28.93;67.8;48.71;53.96;41.68;53.86;60.59;56.69;47.01;57.83;73.13;49.7;26.95;41.21;66.16;35.64;71.26;62.76;67.52;35.22;26.31;8.76;30.84;32.32;33.13;50.5;25.58;33.79;34.89;34.33;36.57;24.1;39.9;51.01;47.63;22.03;20.19;57.71;16.03;32.31;53.88;32.43;22.49;40.18;26.3;11.07;1
73.11;47.55;67.2;42.77;53.3;58.44;58.53;45.85;41.08;41.06;60.47;51.67;76.72;51.1;41.18;48.2;61.23;48.23;49.18;48.33;42.92;42.28;39.15;49.85;50.21;58.39;69.71;60.73;47.86;34.56;48.85;22.67;22.15;32.18;24.4;38.79;50.82;36.39;35.9;25.68;42.11;22.15;29.27;46.26;42.45;40.2;47.94;39.46;36.63;20.53;29.53;31.55;22.54;27.33;42.54;27.11;61.65;1
81.43;41.36;48.99;69.28;59.07;50.86;35.75;43.42;57.67;38.29;58.9;67.77;52.81;48.34;68.15;42.12;50.82;40.65;63.54;43.43;61.19;42.26;42.34;52.87;39.37;55.49;68.35;50.56;48.1;32.65;48.75;19.22;11.93;41.5;35.42;33.42;37.58;32.29;24.69;26.25;21.62;24.75;30.99;41.27;38.77;34.91;28.04;32.47;41.95;38.21;28.22;47.63;58.02;45.69;27.7;23.39;48.49;1
36.83;41.37;41.24;31.13;17.52;19.31;33.3;16.38;27.97;36.81;40.12;31.29;37.78;5.21;30.1;18.58;29.93;33.4;28.78;33.2;29.35;29.31;30.13;25.19;28.81;29.64;23.87;39.89;52.67;9.36;33.44;38.49;31.46;48.94;58.73;54.85;36.73;24.1;36.33;30.76;31.52;37.22;26.48;34.08;47.58;34.5;16.85;35.26;46.9;46.08;36.47;73.82;5.99;13.79;35.01;41.7;79.27;0
31.3;0.0;36.73;45.91;9.97;28.3;26.98;23.16;22.0;20.24;17.06;38.96;31.35;22.02;34.9;14.18;36.3;25.8;31.03;25.57;34.51;36.1;22.22;26.12;21.73;29.8;23.57;37.37;32.94;17.31;45.1;35.35;54.27;18.56;36.0;39.27;44.07;42.12;34.48;28.6;30.75;45.18;26.41;51.97;40.49;29.46;36.57;33.24;44.33;42.46;28.6;62.55;38.3;31.02;42.94;30.91;73.64;0
27.7;25.56;29.26;39.52;27.05;28.55;7.67;16.05;29.56;14.27;23.5;43.77;27.55;42.53;9.52;14.07;37.62;26.53;13.71;26.25;30.68;27.42;25.17;17.7;30.15;33.83;23.86;41.8;31.37;19.69;42.64;28.2;45.02;65.57;26.11;36.69;32.43;31.99;29.27;28.3;22.02;30.22;15.46;36.77;31.02;26.35;43.8;30.68;51.71;17.03;42.31;59.07;2.0;33.56;42.12;22.02;42.17;0
39.67;10.52;29.95;39.38;18.5;33.32;25.91;16.86;33.18;16.13;40.01;26.18;27.12;24.89;34.48;17.87;18.99;31.19;35.79;26.86;15.63;12.77;27.01;34.85;33.27;17.26;20.3;38.14;6.25;35.96;51.78;27.24;6.51;32.46;16.73;39.44;45.95;27.93;28.36;21.89;35.99;42.01;43.3;43.69;37.86;44.43;33.12;29.99;37.03;20.46;41.3;43.16;34.43;35.45;42.33;29.32;51.0;0
42.74;8.34;29.6;15.54;12.78;21.65;11.09;32.02;39.85;35.05;21.98;29.81;29.63;38.71;38.23;17.27;26.29;27.1;37.51;24.01;27.31;27.89;31.79;28.41;32.47;30.06;16.12;29.04;15.84;15.86;48.86;16.35;32.51;48.91;25.13;40.48;40.01;33.88;22.28;28.11;55.12;28.28;30.52;44.15;40.86;49.12;26.64;36.57;33.93;34.85;32.62;50.61;41.35;38.77;43.82;23.7;27.53;0
62.38;56.82;65.2;58.74;51.99;51.11;54.02;23.43;69.56;65.47;62.26;35.42;89.17;31.31;40.04;42.12;73.05;52.76;70.0;55.4;66.7;29.07;47.4;69.96;43.49;36.73;38.22;58.84;54.78;37.45;51.8;19.99;29.94;39.63;13.77;34.76;37.13;37.13;46.07;12.31;34.96;17.65;33.47;46.21;48.3;40.08;36.23;45.04;50.16;42.9;23.32;42.85;41.57;11.86;34.76;31.85;17.68;1
39.48;37.92;47.86;32.04;19.22;22.19;34.21;16.58;27.08;28.25;28.96;15.94;34.02;36.09;19.05;24.83;17.8;29.05;32.23;27.67;29.49;33.33;29.78;26.54;37.85;38.63;26.44;24.54;21.12;21.64;47.94;50.65;38.89;34.43;13.77;30.44;29.14;34.44;45.23;31.58;20.62;38.81;55.73;55.49;19.27;24.45;42.84;21.96;43.05;23.22;25.72;32.06;8.15;45.49;29.34;21.04;29.89;0
34.64;26.98;50.38;39.72;10.06;18.26;39.26;12.66;27.45;27.95;18.51;27.26;44.9;30.32;15.27;24.58;24.02;35.11;30.61;31.53;28.14;22.11;32.19;31.87;25.31;41.55;20.72;35.03;26.96;28.85;20.35;35.27;27.15;41.3;27.42;30.77;39.74;42.69;25.72;22.94;22.36;32.01;20.67;40.75;29.77;32.27;16.75;19.56;36.51;39.94;40.6;38.67;20.46;26.86;41.32;25.44;47.08;0
37.2;14.84;40.62;23.14;12.48;4.01;10.71;23.02;24.9;11.29;18.33;8.0;45.65;23.82;24.76;24.86;43.76;39.13;25.08;19.33;43.43;19.35;23.57;13.76;37.43;24.18;28.22;28.85;35.08;9.49;52.24;30.36;21.38;47.54;21.15;24.59;28.33;27.01;27.39;31.26;47.77;32.69;29.44;33.37;20.16;32.37;27.24;42.69;58.42;41.06;31.85;43.06;37.79;21.34;36.61;32.55;17.56;0
37.16;29.88;35.8;22.27;23.22;31.72;26.67;15.9;26.23;29.72;33.1;30.41;42.39;34.36;23.42;25.53;28.79;26.1;26.86;32.98;41.28;15.35;29.28;32.07;37.78;23.82;32.78;34.39;25.65;13.05;46.53;34.9;21.97;42.99;33.89;31.61;48.36;28.76;27.56;31.25;50.41;30.57;40.32;45.02;46.32;24.64;7.39;34.54;42.2;32.76;44.57;48.61;20.18;31.5;29.01;19.64;73.58;0
39.72;0.0;25.16;42.27;15.59;18.72;28.3;17.4;24.18;32.22;21.31;0.67;32.22;16.92;15.09;22.3;35.71;34.21;47.99;22.59;21.33;30.44;0.0;25.0;28.1;27.23;30.63;28.68;35.89;25.87;72.65;24.59;0.0;63.73;42.23;27.75;32.93;42.13;26.49;31.56;46.66;20.5;42.55;45.94;44.99;27.29;39.44;26.72;48.51;19.28;39.28;46.26;23.86;26.39;30.89;24.82;19.96;0
76.34;23.28;70.36;61.1;44.92;56.78;62.74;56.25;33.73;36.57;50.26;29.47;65.84;31.04;45.45;46.27;39.21;35.62;64.67;56.03;64.59;52.38;43.8;45.43;53.92;74.74;42.71;77.74;55.95;50.68;51.86;26.96;21.8;27.41;49.01;27.72;38.75;26.46;23.07;23.81;41.27;26.5;30.27;34.27;40.84;16.7;9.23;32.94;41.92;16.64;50.25;38.59;10.44;33.32;20.3;30.67;39.86;1
